MeanAbsoluteError,MeanSquaredError,RootMeanSquaredError,accuracy,loss,val_MeanAbsoluteError,val_MeanSquaredError,val_RootMeanSquaredError,val_accuracy,val_loss
0.3798636794090271,0.18522942066192627,0.4303828775882721,0.7169756293296814,0.5458970665931702,0.2864406108856201,0.14585350453853607,0.38190773129463196,0.7913385629653931,0.45076417922973633
0.19139817357063293,0.09193359315395355,0.3032055199146271,0.8803094625473022,0.306617796421051,0.25314804911613464,0.15247085690498352,0.39047515392303467,0.7900262475013733,0.48427310585975647
0.09958082437515259,0.04524652287364006,0.21271230280399323,0.9464311599731445,0.16904613375663757,0.2509745657444,0.1629142314195633,0.40362635254859924,0.778215229511261,0.5453196167945862
0.05694514140486717,0.0267794169485569,0.16364417970180511,0.9678878784179688,0.10425564646720886,0.2608475089073181,0.1767980456352234,0.4204736053943634,0.7677165269851685,0.6092043519020081
0.04256360977888107,0.021263958886265755,0.14582166075706482,0.9743103384971619,0.08394351601600647,0.23921318352222443,0.1729433536529541,0.41586458683013916,0.7834645509719849,0.6403046250343323
0.035383790731430054,0.017877308651804924,0.13370604813098907,0.977959394454956,0.0692114531993866,0.23791848123073578,0.1766478717327118,0.42029497027397156,0.7795275449752808,0.6777146458625793
